RCode,Orig,Dest,DepFix,Route String,DCNTR,ACNTR,TCNTRs,CoordReq,Play,NavEqp
JFKMSPKP,KJFK,KMSP,GAYEL,KJFK GAYEL Q818 WOZEE NOSIK SAW DLH GGULL BAINY4 KMSP,ZNY,ZMP,CZY ZMP ZNY ZOB,Y,,2
JFKMSPM2,KJFK,KMSP,COATE,KJFK COATE Q436 RAAKK Q440 SLLAP GRB COLDD BAINY4 KMSP,ZNY,ZMP,ZAU ZMP ZNY ZOB,Y,,2
JFKMSPPH,KJFK,KMSP,GAYEL,KJFK GAYEL Q818 WOZEE NOSIK Q812 ZOHAN CEWDA MUSCL4 KMSP,ZNY,ZMP,CZY ZMP ZNY ZOB,N,,1
JFKMSY36,KJFK,KMSY,COATE,KJFK COATE Q436 HERBA JHW Q29 KLYNE RINTE Q139 VLKNN MERDN TRSSH2 KMSY,ZNY,ZHU,ZHU ZID ZME ZNY ZOB ZTL,Y,,1
JFKMSY60,KJFK,KMSY,CANDR,KJFK DEEZZ6 CANDR J60 DJB RINTE Q139 VLKNN MERDN TRSSH2 KMSY,ZNY,ZHU,ZBW ZHU ZID ZME ZNY ZOB ZTL,Y,,3
JFKMSY75,KJFK,KMSY,RBV,KJFK RBV Q430 COPES Q75 GVE LYH COLZI Q52 CHOPZ MGMRY SJI MNSTR2 KMSY,ZNY,ZHU,ZDC ZHU ZNY ZTL,N,,1
JFKMSY80,KJFK,KMSY,RBV,KJFK RBV Q430 AIR HNN SPAYD VXV NIOLA MERDN TRSSH2 KMSY,ZNY,ZHU,ZHU ZID ZME ZNY ZOB ZTL,Y,,1
JFKMSYD1,KJFK,KMSY,WAVEY,KJFK WAVEY EMJAY Q167 ZJAAY Q97 SAWED MOXXY Q85 KAATT SESUE PANDY TWINS NOKIE MGMRY SJI MNSTR2 KMSY,ZNY,ZHU,ZBW ZDC ZHU ZJX ZNY ZTL,Y,DELMARVA 1,1
JFKMSYJ6,KJFK,KMSY,RBV,KJFK RBV Q430 SAAME J6 HVQ VXV NIOLA MERDN TRSSH2 KMSY,ZNY,ZHU,ZDC ZHU ZID ZME ZNY ZTL,N,,1
JFKMSYNE,KJFK,KMSY,NEION,KJFK NEION Q232 DARBO J49 PSB J60 DJB RINTE Q139 VLKNN MERDN TRSSH2 KMSY,ZNY,ZHU,ZHU ZID ZME ZNY ZOB ZTL,Y,,1
JFKMSYPH,KJFK,KMSY,RBV,KJFK RBV Q430 BYRDD J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 KMSY,ZNY,ZHU,ZDC ZHU ZME ZNY ZTL,N,,1
JFKMVYPR,KJFK,KMVY,BAYYS,KJFK BAYYS T315 SEALL V188 GON V374 MVY KMVY,ZNY,ZBW,ZBW ZNY,N,,1
JFKMYR80,KJFK,KMYR,RBV,KJFK RBV Q430 AIR HNN BURGG CAE KMYR,ZNY,ZJX,ZID ZJX ZNY ZOB ZTL,Y,,1
JFKMYRJ6,KJFK,KMYR,RBV,KJFK RBV Q430 SAAME J6 HVQ Q147 BURGG CAE KMYR,ZNY,ZJX,ZDC ZID ZJX ZNY ZTL,N,,1
JFKMYRPH,KJFK,KMYR,WAVEY,KJFK WAVEY EMJAY Q167 ZJAAY Q97 PAACK WYLMS KMYR,ZNY,ZJX,ZBW ZDC ZJX ZNY,N,,1
JFKOAK36,KJFK,KOAK,COATE,KJFK COATE Q436 RAAKK Q438 RUBYY DABJU J36 BAE J16 FSD J82 CZI J32 LLC RBUCL WNDSR2 KOAK,ZNY,ZOA,ZAU ZDV ZLC ZMP ZNY ZOA ZOB,N,,1
JFKOAK60,KJFK,KOAK,CANDR,KJFK DEEZZ6 CANDR J60 DJB CPONE JOT J60 DBL J80 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZAU ZBW ZDV ZLC ZMP ZNY ZOA ZOB,N,,1
JFKOAK64,KJFK,KOAK,CANDR,KJFK DEEZZ6 CANDR J60 DANNR RAV J64 FWA WHETT DARCY EDENS LMN PWE HLC J80 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZAU ZBW ZDV ZLC ZMP ZNY ZOA ZOB,N,,1
JFKOAK6F,KJFK,KOAK,RBV,KJFK RBV Q430 SAAME J6 HVQ J78 FAM J98 SGF ICT J28 MLF J80 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZDC ZDV ZID ZKC ZLC ZNY ZOA,N,,1
JFKOAK80,KJFK,KOAK,RBV,KJFK RBV Q430 AIR J80 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZDV ZID ZKC ZLC ZNY ZOA ZOB,Y,,1
JFKOAK95,KJFK,KOAK,GAYEL,KJFK GAYEL Q818 DERLO HOCKE GRB GEP J70 ABR J32 LLC RBUCL WNDSR2 KOAK,ZNY,ZOA,CZY ZDV ZLC ZMP ZNY ZOA ZOB,Y,,1
JFKOAKCA,KJFK,KOAK,GREKI,KJFK GREKI JUDDS CAM HANAA Q816 HOCKE GRB GEP J70 ABR J32 LLC RBUCL WNDSR2 KOAK,ZNY,ZOA,CZY ZBW ZDV ZLC ZMP ZNY ZOA ZOB,Y,,1
JFKOAKCW,KJFK,KOAK,COATE,KJFK COATE Q436 RAAKK Q438 RUBYY DABJU J36 BAE MCW J148 DTA TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZAU ZDV ZLC ZMP ZNY ZOA ZOB,N,,1
JFKOAKG1,KJFK,KOAK,RBV,KJFK RBV Q430 SAAME J6 HVQ Q68 LITTR TXK BYP UKW HNKER TCC J76 FTI J58 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZAB ZDC ZDV ZFW ZID ZLC ZME ZNY ZOA,Y,,1
JFKOAKJ6,KJFK,KOAK,RBV,KJFK RBV Q430 SAAME J6 COLNS Q176 BUM J110 GCK J28 MLF J80 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZDC ZDV ZID ZKC ZLC ZNY ZOA,Y,,1
JFKOAKNE,KJFK,KOAK,NEION,KJFK NEION Q232 DARBO J49 PSB J60 DJB CPONE JOT J60 DBL J80 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZAU ZDV ZLC ZMP ZNY ZOA ZOB,Y,,1
JFKOAKP1,KJFK,KOAK,RBV,KJFK RBV Q430 SAAME J6 HVQ Q68 RAMRD ARG FSM IRW PNH J58 ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZAB ZDC ZDV ZFW ZID ZLC ZME ZNY ZOA,Y,,1
JFKOAKRK,KJFK,KOAK,COATE,KJFK COATE Q436 RAAKK Q440 IDIOM HUFFR DKOTA Q138 RICCO MLD J32 LLC RBUCL WNDSR2 KOAK,ZNY,ZOA,ZAU ZDV ZLC ZMP ZNY ZOA ZOB,Y,,1
JFKOAKST,KJFK,KOAK,RBV,KJFK RBV Q430 AIR J110 GCK J28 MLF ILC TATOO RPARK OAKES3 KOAK,ZNY,ZOA,ZDV ZID ZKC ZLC ZNY ZOA ZOB,N,,1
JFKOMA60,KJFK,KOMA,CANDR,KJFK DEEZZ6 CANDR J60 DJB CPONE JOT J60 IOW DSM LANTK2 KOMA,ZNY,ZMP,ZAU ZBW ZMP ZNY ZOB,N,,1
JFKOMA80,KJFK,KOMA,RBV,KJFK RBV Q430 AIR J80 SPI IOW DSM LANTK2 KOMA,ZNY,ZMP,ZAU ZID ZKC ZMP ZNY ZOB,N,,1
JFKONT36,KJFK,KONT,COATE,KJFK COATE Q436 RAAKK Q438 RUBYY SMUUV OBK IOW J60 HVE BAWER Q114 NATEE JCKIE2 KONT,ZNY,ZLA,ZAU ZDV ZLA ZLC ZMP ZNY ZOB,N,,1
JFKONT60,KJFK,KONT,CANDR,KJFK DEEZZ6 CANDR J60 DJB CPONE JOT J60 HVE BAWER Q114 NATEE JCKIE2 KONT,ZNY,ZLA,ZAU ZBW ZDV ZLA ZLC ZMP ZNY ZOB,N,,1
JFKONT64,KJFK,KONT,CANDR,KJFK DEEZZ6 CANDR J60 DANNR RAV J64 FWA WHETT DARCY EDENS LMN PWE HLC J64 RSK TOADD Q78 MARUE JCKIE2 KONT,ZNY,ZLA,ZAU ZBW ZDV ZLA ZMP ZNY ZOB,N,,1
JFKONT80,KJFK,KONT,RBV,KJFK RBV Q430 AIR J80 MCI J24 SLN J102 ALS J44 RSK TOADD Q78 MARUE JCKIE2 KONT,ZNY,ZLA,ZDV ZID ZKC ZLA ZNY ZOB,N,,1
JFKONT95,KJFK,KONT,GAYEL,KJFK GAYEL Q818 WOZEE Q935 HOCKE BAE J16 MCW J148 DTA MLF WINEN Q73 ZAINY Q114 NATEE JCKIE2 KONT,ZNY,ZLA,CZY ZAU ZDV ZLA ZLC ZMP ZNY ZOB,N,,1
JFKONTCA,KJFK,KONT,GREKI,KJFK GREKI JUDDS CAM HANAA Q816 HOCKE BAE J16 MCW J148 DTA MLF WINEN Q73 ZAINY Q114 NATEE JCKIE2 KONT,ZNY,ZLA,CZY ZAU ZBW ZDV ZLA ZLC ZMP ZNY ZOB,Y,,1
JFKONTD1,KJFK,KONT,WAVEY,KJFK WAVEY EMJAY Q167 ZJAAY Q97 SAWED MOXXY Q85 KAATT SESUE PANDY TWINS NOKIE MGMRY SJI Q56 HRV KCEEE TKNIQ MOLLR JCT FST ELP J50 SSO J4 BXK PHRED SCBBY2 KONT,ZNY,ZLA,ZAB ZBW ZDC ZHU ZJX ZLA ZNY ZTL,Y,DELMARVA 1,1
JFKONTJ6,KJFK,KONT,RBV,KJFK RBV Q430 SAAME J6 HVQ J78 FAM J98 SGF TOTOE RSK TOADD Q78 MARUE JCKIE2 KONT,ZNY,ZLA,ZAB ZDC ZDV ZID ZKC ZLA ZNY,N,,1
JFKOPF6A,KJFK,KOPF,RBV,KJFK RBV Q430 SAAME J6 HVQ SPAYD VXV THRSR HONID CUURT1 KOPF,ZNY,ZMA,ZDC ZID ZJX ZMA ZNY ZTL,N,,2
JFKOPF72,KJFK,KOPF,RBV,KJFK RBV Q430 COPES Q75 ENEME DOFFY BROMO CUURT1 KOPF,ZNY,ZMA,ZDC ZJX ZMA ZNY ZTL,Y,NE TO FLORIDA VIA Q75 2,3
JFKOPF75,KJFK,KOPF,RBV,KJFK RBV Q430 COPES Q75 GSO Q83 JEVED Q97 PRMUS CUUDA3 KOPF,ZNY,ZMA,ZDC ZJX ZMA ZNY ZTL,N,,1
JFKOPFWA,KJFK,KOPF,WAVEY,KJFK WAVEY EMJAY Q167 ZJAAY Q97 PRMUS CUUDA3 KOPF,ZNY,ZMA,ZBW ZDC ZJX ZMA ZNY,N,,2
JFKORD1K,KJFK,KORD,GAYEL,KJFK GAYEL Q818 WOZEE KENPA OBSTR WYNDE3 KORD,ZNY,ZAU,CZY ZAU ZMP ZNY ZOB,Y,,2
JFKORD1N,KJFK,KORD,GAYEL,KJFK GAYEL Q818 WOZEE NOSIK ZOHAN OBSTR WYNDE3 KORD,ZNY,ZAU,CZY ZAU ZMP ZNY ZOB,Y,,2
JFKORD2K,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON KENPA OBSTR WYNDE3 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,2
JFKORD2N,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO NOSIK ZOHAN OBSTR WYNDE3 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,2
JFKORD3K,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO KENPA OBSTR WYNDE3 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,2
JFKORD60,KJFK,KORD,CANDR,KJFK DEEZZ6 CANDR J60 DJB NOLNN Q62 WATSN WATSN4 KORD,ZNY,ZAU,ZAU ZBW ZNY ZOB,Y,,1
JFKORD61,KJFK,KORD,CANDR,KJFK DEEZZ6 CANDR J60 PSB YARRK KAYYS WYNDE3 KORD,ZNY,ZAU,ZAU ZBW ZNY ZOB,Y,,1
JFKORD64,KJFK,KORD,CANDR,KJFK DEEZZ6 CANDR J60 DANNR RAV Q62 WATSN WATSN4 KORD,ZNY,ZAU,ZAU ZBW ZNY ZOB,Y,,1
JFKORD80,KJFK,KORD,RBV,KJFK RBV Q430 AIR J80 EMPTY J149 FWA WATSN4 KORD,ZNY,ZAU,ZAU ZID ZNY ZOB,Y,,1
JFKORD95,KJFK,KORD,GAYEL,KJFK GAYEL J95 CFB RAAKK Q436 KAYYS WYNDE3 KORD,ZNY,ZAU,ZAU ZNY ZOB,Y,,1
JFKORDCA,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM Q822 FNT WYNDE3 KORD,ZNY,ZAU,CZY ZAU ZBW ZNY ZOB,Y,,1
JFKORDDJ,KJFK,KORD,CANDR,KJFK DEEZZ6 CANDR J60 CANCR RRONS Q436 KAYYS WYNDE3 KORD,ZNY,ZAU,ZAU ZBW ZNY ZOB,Y,,1
JFKORDG3,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM Q822 GONZZ FARGN CHAAP Q436 KAYYS WYNDE3 KORD,ZNY,ZAU,ZAU ZBW ZNY ZOB,Y,GREKI 3,1
JFKORDGS,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON KENPA GRB SHIKY FYTTE7 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,2
JFKORDJ6,KJFK,KORD,RBV,KJFK RBV Q430 SAAME J6 COLNS Q176 HNN FLM J24 VHP BONNT VEECK5 KORD,ZNY,ZAU,ZAU ZDC ZID ZNY,Y,,1
JFKORDJV,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON YEE TVC GRB SHIKY FYTTE7 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,1
JFKORDKF,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO KENPA GRB SHIKY FYTTE7 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,2
JFKORDKS,KJFK,KORD,GAYEL,KJFK GAYEL Q818 WOZEE KENPA GRB SHIKY FYTTE7 KORD,ZNY,ZAU,CZY ZAU ZMP ZNY ZOB,Y,,2
JFKORDNE,KJFK,KORD,NEION,KJFK NEION Q232 DARBO J49 PSB J60 DJB NOLNN Q62 WATSN WATSN4 KORD,ZNY,ZAU,ZAU ZNY ZOB,Y,,1
JFKORDNZ,KJFK,KORD,GAYEL,KJFK GAYEL Q818 WOZEE NOSIK ZOHAN GRB SHIKY FYTTE7 KORD,ZNY,ZAU,CZY ZAU ZMP ZNY ZOB,Y,,2
JFKORDPH,KJFK,KORD,COATE,KJFK COATE Q436 KAYYS WYNDE3 KORD,ZNY,ZAU,ZAU ZNY ZOB,N,,1
JFKORDX6,KJFK,KORD,RBV,KJFK RBV Q430 SAAME J6 EYTEE J149 FWA WATSN4 KORD,ZNY,ZAU,ZAU ZDC ZID ZNY,Y,,1
JFKORDZS,KJFK,KORD,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO NOSIK ZOHAN GRB SHIKY FYTTE7 KORD,ZNY,ZAU,CZY ZAU ZBW ZMP ZNY,Y,,2
JFKORF48,KJFK,KORF,RBV,KJFK RBV Q430 BYRDD J48 CSN MAULS OUTLA1 KORF,ZNY,ZDC,ZDC ZNY,Y,,1
JFKORFPH,KJFK,KORF,WAVEY,KJFK WAVEY EMJAY Q167 TBONN OUTLA1 KORF,ZNY,ZDC,ZBW ZDC ZNY,N,,1
JFKORFPL,KJFK,KORF,WAVEY,KJFK WAVEY PLUME T320 WNSTN TRPOD OUTLA1 KORF,ZNY,ZDC,ZBW ZDC ZNY,N,,1
JFKORFSR,KJFK,KORF,DIXIE,KJFK DIXIE T303 TRPOD OUTLA1 KORF,ZNY,ZDC,ZDC ZNY,Y,,1
JFKORFWH,KJFK,KORF,WHITE,KJFK WHITE Q409 TRPOD OUTLA1 KORF,ZNY,ZDC,ZDC ZNY,Y,,1
JFKPDX1K,KJFK,KPDX,GAYEL,KJFK GAYEL Q818 WOZEE KENPA CESNA EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZLC ZMP ZNY ZOB ZSE,N,,2
JFKPDX1N,KJFK,KPDX,GAYEL,KJFK GAYEL Q818 WOZEE NOSIK CESNA EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZLC ZMP ZNY ZOB ZSE,Y,,2
JFKPDX1R,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON KAPUX ROTMA COLDD EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX1S,KJFK,KPDX,GAYEL,KJFK GAYEL Q818 WOZEE Q917 SSM APUNY OGSIQ LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZLC ZMP ZNY ZOB ZSE,Y,,2
JFKPDX1Y,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON AGLIN GFK HIDEL LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX2C,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY UBTIX BONAB CHICA AGLIN WILTN LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZU CZW CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX2D,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY UBTIX ULAMO STNRD COLDD EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZU CZW CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX2K,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON KENPA CESNA EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX2N,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM SIKBO NOSIK ZOHAN CESNA EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZOB ZSE,Y,,2
JFKPDX2S,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON SSM APUNY OGSIQ LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX2Y,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON BURWA AGLIN GFK HIDEL LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZW CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX36,KJFK,KPDX,COATE,KJFK COATE Q436 RAAKK Q440 HUFFR MLP JKNOX HHOOD6 KPDX,ZNY,ZSE,ZAU ZLC ZMP ZNY ZOB ZSE,N,,2
JFKPDX3C,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM PBERG BOSAM OLASI PEKVO CANSO CHICA AGLIN WILTN LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZU CZW CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX3K,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO KENPA CESNA EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX3S,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON BURWA SSM APUNY OGSIQ LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX3Y,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY AGLIN GFK HIDEL LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZU CZW CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX4R,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM BUGSY LETAK ROTMA COLDD EXHOS LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZU CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX4S,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY SSM APUNY OGSIQ LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZU CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPDX60,KJFK,KPDX,CANDR,KJFK DEEZZ6 CANDR J60 DJB CPONE JOT J60 LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,ZAU ZBW ZDV ZLC ZMP ZNY ZOB ZSE,N,,1
JFKPDX64,KJFK,KPDX,CANDR,KJFK DEEZZ6 CANDR J60 DANNR RAV J64 FWA WHETT DARCY EDENS LMN PWE ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,ZAU ZBW ZDV ZLC ZMP ZNY ZOB ZSE,N,,1
JFKPDX80,KJFK,KPDX,RBV,KJFK RBV Q430 AIR J80 MCI LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,ZDV ZID ZKC ZLC ZMP ZNY ZOB ZSE,N,,1
JFKPDX95,KJFK,KPDX,GAYEL,KJFK GAYEL Q818 WOZEE DERLO HOCKE GRB GEP J70 ABR BIL J16 PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZY ZLC ZMP ZNY ZOB ZSE,Y,,1
JFKPDXJ6,KJFK,KPDX,RBV,KJFK RBV Q430 SAAME J6 COLNS Q176 BUM HCT BFF DBS J82 DNJ J20 PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE,N,,1
JFKPDXRK,KJFK,KPDX,COATE,KJFK COATE Q436 RAAKK Q440 HUFFR DKOTA BIL J16 PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,ZAU ZLC ZMP ZNY ZOB ZSE,N,,1
JFKPDXYS,KJFK,KPDX,GREKI,KJFK GREKI JUDDS CAM NOVON BURWA OVORA GABOV HML LWT PDT JKNOX HHOOD6 KPDX,ZNY,ZSE,CZW CZY ZBW ZLC ZMP ZNY ZSE,Y,,2
JFKPHX1D,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY UBTIX ULAMO STNRD COLDD EXHOS STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZU CZW CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX1K,KJFK,KPHX,GAYEL,KJFK GAYEL Q818 WOZEE KENPA CESNA ONL LBF ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZY ZAB ZDV ZMP ZNY ZOB,Y,,2
JFKPHX1N,KJFK,KPHX,GAYEL,KJFK GAYEL Q818 WOZEE NOSIK ZOHAN LAAKE ONL LBF ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZY ZAB ZDV ZMP ZNY ZOB,Y,,2
JFKPHX1R,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON KAPUX ROTMA COLDD EXHOS STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX1S,KJFK,KPHX,GAYEL,KJFK GAYEL Q818 WOZEE Q917 SSM APUNY OGSIQ STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZY ZAB ZLA ZLC ZMP ZNY ZOB,Y,,2
JFKPHX2C,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY UBTIX BONAB CHICA AGLIN WILTN STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZU CZW CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX2D,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY UBTIX ULAMO STNRD COLDD FAR MOTLY ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZU CZW CZY ZAB ZBW ZDV ZMP ZNY,Y,,2
JFKPHX2K,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON KENPA CESNA ONL LBF ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZY ZAB ZBW ZDV ZMP ZNY,Y,,2
JFKPHX2N,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO NOSIK ZOHAN LAAKE ONL LBF ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZY ZAB ZBW ZDV ZMP ZNY,Y,,2
JFKPHX2S,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON SSM APUNY OGSIQ STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX36,KJFK,KPHX,COATE,KJFK COATE Q436 HERBA JHW Q29 CREEP J110 STL BUM ICT TOTOE FTI BUKKO ZUN EAGUL6 KPHX,ZNY,ZAB,ZAB ZID ZKC ZNY ZOB,N,,1
JFKPHX3C,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM PBERG BOSAM OLASI PEKVO CANSO CHICA AGLIN WILTN STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZU CZW CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX3K,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON SIKBO KENPA CESNA ONL LBF ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZY ZAB ZBW ZDV ZMP ZNY,Y,,2
JFKPHX3R,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON KAPUX ROTMA COLDD FAR MOTLY ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZY ZAB ZBW ZDV ZMP ZNY,Y,,2
JFKPHX3S,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM NOVON BURWA SSM APUNY OGSIQ STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX48,KJFK,KPHX,RBV,KJFK RBV Q430 BYRDD J48 CSN FANPO Q40 ALEAN VXV BNA J46 TUL J78 ABQ J18 PXR KPHX,ZNY,ZAB,ZAB ZDC ZFW ZKC ZME ZNY ZTL,N,,1
JFKPHX4R,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM BUGSY LETAK ROTMA COLDD FAR MOTLY ALS GUP EAGUL6 KPHX,ZNY,ZAB,CZU CZY ZAB ZBW ZDV ZMP ZNY,Y,,2
JFKPHX4S,KJFK,KPHX,GREKI,KJFK GREKI JUDDS CAM BUGSY POLTY SSM APUNY OGSIQ STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZU CZY ZAB ZBW ZLA ZLC ZMP ZNY,Y,,2
JFKPHX5K,KJFK,KPHX,GAYEL,KJFK GAYEL Q818 WOZEE KENPA CESNA EXHOS STORZ DNW FFU BCE CORKR MAIER BRUSR1 KPHX,ZNY,ZAB,CZY ZAB ZLA ZLC ZMP ZNY ZOB,Y,,2
JFKPHX60,KJFK,KPHX,CANDR,KJFK DEEZZ6 CANDR J60 DJB CPONE JOT J60 LNK HLC ALS J102 GUP EAGUL6 KPHX,ZNY,ZAB,ZAB ZAU ZBW ZDV ZMP ZNY ZOB,N,,1
